Generation,RockUtility,PaperUtility,ScissorsUtility,LizardUtility,SpockUtility,TOTALUTILITY,RockSpecialists,PaperSpecialists,ScissorsSpecialists,LizardSpecialists,SpockSpecialists
683,7431.474354838711,10413.916902697989,8664.729516129026,8564.853600416234,6036.342709305742,41111.31708338771,7,121,33,35,4
684,7424.436612903224,10868.0807709623,8602.605967741933,8531.579833506763,6265.863902587418,41692.56708770163,6,129,31,26,8
685,7481.993387096771,10702.956151291894,8808.011774193548,8451.450052029135,6048.810406739433,41493.221771350785,2,130,35,28,5
686,7607.191451612903,10741.016363843974,8703.496612903224,8732.777221644124,6065.7368558214275,41850.21850582565,6,112,33,44,5
687,7642.383548387093,10804.408763013813,8700.106290322583,8496.713439125911,6148.080290159073,41791.692331008475,11,125,32,28,4
688,7503.76403225807,10854.146979433166,8635.7885483871,8439.43788761707,6369.716511083907,41802.85395877931,7,130,31,26,6
689,7475.354677419353,10676.454507414435,8605.33209677419,8582.429500520293,6127.154613254139,41466.72539538241,6,129,27,34,4
690,7443.873870967743,10947.012911710977,8725.006290322579,8703.277679500517,6093.371511191828,41912.54226369365,4,141,18,34,3
691,7590.266290322579,11033.401691351088,8694.764516129027,8677.182117585851,6099.388561050998,42095.003176439546,4,129,26,36,5
692,7789.2877419354845,11255.541357432145,8529.610322580647,8736.186607700314,5910.044067208797,42220.670096857386,11,139,18,30,2
693,7624.966774193544,11064.867391542017,8532.050806451613,8754.036675338193,6155.7270072386145,42131.64865476398,6,133,23,36,2
694,7727.175161290321,11327.4338265041,8629.608548387094,8715.272840790842,6007.016418319344,42406.506795291694,8,136,24,31,1
695,7769.703870967745,11244.49708076262,8632.806774193552,8787.176940686786,5996.635765738373,42430.82043234908,10,137,16,33,4
696,7529.154838709681,11425.008118382295,8908.243387096772,8774.405072840795,5774.110222603285,42410.92163963283,4,143,21,29,3
697,7547.584193548384,11573.841131798203,8781.346290322585,8696.264911550463,5728.200360931646,42327.23688815128,4,138,23,32,3
698,7557.442419354833,11533.055431678118,8852.315161290328,8902.914120707595,5993.651404948123,42839.378537979,5,147,16,28,4
699,7752.0195161290285,11250.146378781217,8690.450483870967,8536.462403746102,6124.082234990265,42353.16101751758,10,135,27,25,3
700,7578.150483870967,11527.82549039528,8767.55096774194,8741.21763787721,5844.709612134158,42459.454192019555,14,146,15,24,1
701,7614.448548387097,11143.82191817903,8711.88209677419,8749.437585848073,5831.864046053968,42051.45419524235,5,141,20,31,3
702,7642.995806451616,11336.001898164493,8734.944354838706,8689.519001040588,6155.349402832031,42558.81046332744,4,140,17,32,7
703,7490.73983870968,11168.195112414183,8876.297903225806,9019.056030176896,5808.966141644188,42363.25502617075,3,138,18,39,2
704,7507.395322580648,11170.240926869212,8787.034677419357,8660.162762747137,5802.183438770047,41927.0171283864,4,136,24,32,4
705,7483.247741935483,11479.41588610445,8573.034677419355,8832.593636836635,6064.143630969591,42432.43557326552,7,148,20,23,2
706,7626.499838709674,10945.215303735402,8654.928870967737,8862.492122788757,6207.5122540689445,42296.64839027051,7,129,27,30,7
707,7549.9840322580685,11191.882285766793,8668.518064516133,8909.018173777318,5964.677442824373,42284.07999914268,6,131,24,35,4
708,7528.784354838713,10936.72822474357,8732.119677419352,9021.885031217485,6100.421153701788,42319.9384419209,4,131,17,42,6
709,7401.116129032262,10970.266981125395,8709.564516129032,8975.583251821017,6085.702133054609,42142.233011162316,6,129,19,44,2
710,7477.8037096774215,10825.427875008498,8714.658709677426,8864.262996878246,6168.375064098235,42050.52835533983,7,132,25,31,5
711,7496.065806451616,11136.425165977409,8672.034999999998,8838.25078563996,6268.705597063102,42411.48235513209,9,136,23,28,4
712,7621.114999999995,10682.718061253634,8557.29935483871,8766.358132154002,6246.532685597796,41874.023233844135,11,122,25,38,4
713,7551.41951612903,11145.475908057031,8576.176612903226,8689.808251821021,6106.203803313672,42069.08409222398,8,143,17,29,3
714,7445.328387096773,10665.175640753401,8619.24870967742,9000.301893860562,6237.65256923709,41967.70720062524,3,122,29,40,6
715,7625.850322580647,10726.665782733631,8452.56580645161,9024.16781477628,6027.976656369394,41857.22638291156,8,121,13,55,3
716,7611.317258064515,10709.100565313938,8524.545161290325,8951.683262226843,6082.576410343067,41879.22265723869,7,121,17,52,3
717,7625.52822580645,10678.388814019228,8503.265645161286,8859.29414151925,6257.045703982685,41923.5225304889,13,119,23,36,9
718,7540.551612903231,11041.029391016405,8560.954032258061,8867.30233090531,6292.786175981131,42302.623543064146,11,146,13,24,6
719,7597.349999999994,10819.423183167684,8528.526290322587,8992.674771071805,6187.166876214906,42125.14112077698,9,121,26,41,3
720,7653.709838709681,11040.7830361211,8472.90306451613,8932.500202913636,6061.53339768881,42161.42953994936,9,132,17,40,2
721,7578.963225806453,10866.194761168588,8529.364193548385,8946.860712799158,6175.1366057867945,42096.51949910938,5,134,23,35,3
722,7696.797903225811,11052.608261003585,8657.764677419358,8719.956566077006,6302.376103178199,42429.50351090396,10,134,23,28,5
723,7593.477580645162,10922.399931879232,8570.923387096771,8743.148314255983,6276.646953057605,42106.59616693475,8,134,21,32,5
724,7761.699999999998,10717.8640525372,8518.922419354836,8713.196238293438,6206.117824732434,41917.80053491791,9,134,20,33,4
725,7533.362741935483,10931.44677197617,8538.096290322585,9061.744016649323,6148.684491783512,42213.33431266707,5,130,17,45,3
726,7877.851612903223,10997.680057597132,8471.749838709677,8703.967908428722,5882.174149069864,41933.42356670862,14,133,23,28,2
727,7609.70709677419,10747.096106312554,8586.146612903227,8900.224994797089,6187.070656901297,42030.24546768836,7,132,15,40,6
728,7633.893387096772,10771.464194266453,8472.049032258063,8918.009255983354,6320.251159176874,42115.66702878152,9,128,20,37,6
729,7581.342419354834,10847.742359035743,8397.864032258065,8966.082226847033,6129.491642395108,41922.52267989078,7,127,24,39,3
730,7680.141129032254,11128.346722993403,8430.642419354837,8891.107757544221,6298.527524740589,42428.76555366531,7,136,17,34,6
731,7392.471129032252,11241.321832030191,8363.319032258061,8955.51965140478,6224.43264137347,42177.06428609876,5,141,15,37,2
732,7610.26,10982.5356310468,8461.429516129037,8800.474911550467,6061.3421451739005,41916.0422039002,12,136,17,30,5
733,7686.612741935483,11296.764818667483,8530.50451612903,8625.487809573366,6132.9021821269325,42272.2720684323,11,137,17,29,6
734,7536.832258064519,11199.100845659797,8639.274193548385,8786.475338189384,6328.062060447895,42489.74469590998,10,129,24,34,3
735,7579.15790322581,11217.584934301427,8465.092741935488,8922.425718002083,5985.490399447768,42169.75169691257,6,141,19,33,1
736,7552.043870967747,10990.883328255059,8374.77967741936,8757.293022892824,5848.0144970709525,41523.01439660594,8,144,16,30,2
737,7452.978709677418,10942.234279107799,8497.37580645161,8885.555244536943,6089.688780260725,41867.83282003449,4,128,24,39,5
738,7470.402903225808,11098.18307742396,8284.734999999995,8891.791514047869,6116.415053887242,41861.527548584876,6,132,20,40,2
739,7248.940806451612,10634.882065830438,8580.642741935484,8900.688428720088,5973.760149692095,41338.914192629716,9,120,27,37,7
740,7167.8633870967715,10634.238387342035,8485.495645161292,9014.127643080123,5990.36457973879,41292.08964241901,8,118,29,40,5
741,7069.850161290326,10832.356756225414,8385.082096774193,9110.843834547344,5991.528434793967,41389.66128363125,7,118,22,51,2
742,7083.653548387098,10757.719186935008,8435.767419354837,9194.8196566077,6125.277729031265,41597.23754031591,5,117,20,52,6
743,7091.70967741935,10603.896644693674,8616.975645161296,8830.785228928196,6159.948719299594,41303.31591550211,11,109,32,39,9
744,6976.146612903229,10748.094042202001,8597.719677419358,8997.776623309052,5876.600095073916,41196.337050907554,5,117,29,43,6
745,6998.983387096777,10546.808020608432,8515.90435483871,8942.88737252861,6289.76181269926,41294.344947771795,8,112,22,55,3
746,7020.078387096775,10676.864215944393,8485.3664516129,9076.584791883459,5954.11233234257,41213.006178880096,7,130,27,33,3
747,7039.024032258066,10238.621735632398,8471.501290322574,9058.810561914674,6432.433598629419,41240.391218757126,5,112,26,52,5
748,7097.900322580644,10424.255161757339,8561.672258064516,8991.941763787721,6110.577336001417,41186.34684219164,8,112,21,57,2
749,6989.66677419355,10433.246869503348,8522.906129032262,8915.593954214362,6456.525345861518,41317.939072805035,5,123,23,41,8
750,7087.193548387096,10309.559970722696,8647.402903225799,9094.74781997919,6079.9134522980075,41218.817694612786,3,118,28,49,2
751,7067.578709677423,10079.091862593279,8580.509032258064,9060.883152965656,6285.075643179863,41073.13840067429,5,109,27,52,7
752,6853.487580645163,10214.268789123029,8621.984354838707,9267.651779396467,6237.2218973890285,41194.61440139239,5,103,30,54,8
753,7052.879032258061,10330.343091188928,8407.090645161283,9222.55268990635,6418.855546043916,41431.72100455854,7,116,15,53,9
754,7311.077903225807,9760.279974375135,8476.141774193551,9301.4243132154,6078.796751727892,40927.720716737786,11,94,31,58,6
755,7169.662258064512,10088.250728616387,8481.513548387096,9182.302585848074,6394.099608552905,41315.82872946897,2,110,26,53,9
756,7156.187258064518,9786.661573003626,8432.37387096774,9283.009276795006,6381.77221338423,41040.004192215114,8,91,25,70,6
757,7217.828709677422,9668.337848375237,8582.336129032261,9161.648673257023,6430.269702033833,41060.421062375775,4,90,32,62,12
758,7481.902258064515,9736.136813552748,8329.227258064519,9313.61812695109,6349.4467496449,41210.33120627777,10,88,23,71,8
759,7212.836935483868,9872.35247522252,8553.37209677419,9158.29564516129,6529.068494187584,41325.92564682945,5,94,38,56,7
760,7305.459193548387,9956.746090233466,8436.058709677414,9203.129495317375,6438.090459903855,41339.4839486805,5,100,21,67,7
761,7308.4872580645115,9779.28940366273,8522.456612903228,9197.010015608741,6431.861358278784,41239.104648518,9,93,35,58,5
762,7371.459193548389,9766.400697630124,8463.044838709677,9141.42981789802,6224.858841632813,40967.19338941903,9,91,31,62,7
763,7163.247903225811,9742.955630899278,8710.174354838713,9066.046904266394,6420.567505417534,41102.99229864773,4,90,42,59,5
764,7215.0358064516095,9510.597337407462,8708.650645161284,9506.103147762742,6057.036597268627,40997.423534051726,7,72,37,76,8
765,7298.952741935479,9757.177034366516,8485.920322580643,9440.548428720082,6436.722383710301,41419.320911313014,6,92,21,69,12
766,7305.612903225807,9976.634942570308,8504.047580645161,9287.33669094693,6299.329383198404,41372.961500586614,6,91,27,67,9
767,7021.483709677422,9574.958191982181,8560.446612903228,9569.612726326744,6544.649449159145,41271.15069004872,1,73,31,88,7
768,7165.132741935485,9521.077138334398,8373.858225806449,9444.891852237255,6488.076799548343,40993.03675786193,10,77,24,78,11
769,7311.219354838712,9534.203887030064,8480.739354838715,9183.007502601453,6490.942924517444,41000.113023826394,8,80,34,68,10
770,7195.746451612903,9725.450686097138,8464.229354838706,9307.299927159207,6465.15007475715,41157.876494465105,8,91,33,63,5
771,7313.697741935484,9856.666694037065,8544.268225806452,9202.208137356916,6378.1198396770915,41294.96063881301,8,100,22,59,11
772,7463.583548387098,9854.3323541802,8438.275645161288,9272.159146722166,6434.653053992818,41463.00374844357,16,87,22,63,12
773,7507.095483870966,10105.137379713133,8555.438225806454,8970.093241415192,6334.646176884163,41472.41050768991,5,102,28,58,7
774,7584.3483870967675,10215.835618133118,8548.14435483871,9078.97629032258,5989.998219004474,41417.30286939565,11,108,20,58,3
775,7492.05387096774,10066.471630763264,8630.397741935483,8961.471550468266,6181.831231396798,41332.226025531556,5,101,31,57,6
776,7611.5487096774195,10079.13372181326,8562.877741935488,8870.987591050987,6251.762926997476,41376.31069147463,8,107,31,52,2
777,7481.279838709673,10113.252113482467,8601.17951612903,9083.765244536944,6036.510759313725,41315.98747217184,10,98,31,57,4
778,7415.138387096776,10247.27175850832,8506.642419354845,8947.18355359002,6417.508935303838,41533.745053853796,7,100,26,52,15
779,7476.125967741933,9623.997637079996,8519.184516129033,9000.472736732572,6254.545660295909,40874.32651797945,7,91,30,64,8
780,7450.632903225807,10042.69992087151,8452.02903225807,9101.84329344433,6217.4338595718555,41264.639009371575,7,98,26,62,7
781,7389.188709677416,10197.115901888848,8459.8785483871,9147.085052029135,5949.123040911772,41142.39125289426,7,109,25,54,5
782,7404.3343548387065,10229.325199545827,8562.35935483871,9169.041155046825,6061.494057658084,41426.55412192815,8,116,21,46,9
783,7410.396612903224,9974.680462150163,8552.744193548395,9169.28170135276,6275.626912347753,41382.729882302294,7,97,38,53,5
784,7400.762580645155,9855.08870291861,8573.703064516123,9309.356394380853,6426.5453090476485,41565.45605150839,9,94,27,62,8
785,7380.106935483873,9777.140767807492,8329.653387096774,9539.09947450572,6587.070926494351,41613.07149138821,5,87,28,70,10
786,7267.613870967741,9860.925895990444,8428.647741935481,9480.479136316337,6194.857651018193,41232.5242962282,8,91,28,68,5
787,7313.683709677421,9694.730257041245,8512.968064516132,9624.69964099896,6234.440255291738,41380.52192752549,7,80,28,80,5
788,7220.890161290324,9755.007133919331,8578.319354838715,9392.908751300727,6384.739632074714,41331.865033423805,8,83,22,82,5
789,7372.943548387097,9807.941283387756,8519.34112903226,9315.669047866808,6423.187003531721,41439.08201220564,8,91,30,64,7
790,7375.1950000000015,10035.220605311326,8437.45209677419,9295.179875130072,6245.248996644637,41388.29657386023,4,92,28,69,7
791,7524.90806451612,10270.542554077709,8406.941129032257,9158.239037460979,6246.0416104883425,41606.672395575406,9,106,28,53,4
792,7505.028709677419,10096.664969587337,8514.191935483868,9237.441186264312,6145.306004753228,41498.63280576617,6,97,28,61,8
793,7181.13225806452,10157.628660803832,8453.450483870974,9421.672622268468,6202.887595487604,41416.7716204954,5,97,25,60,13
794,7341.814677419358,9987.274112346764,8599.055483870969,9100.986925078043,6217.286125991177,41246.41732470631,5,105,23,61,6
795,7345.697903225801,10089.578328019463,8383.557419354842,9250.582107180022,6379.360793618089,41448.776551398216,5,98,24,66,7
796,7200.480000000001,9771.199391927776,8549.067580645153,9171.003147762745,6319.718865075802,41011.46898541148,5,101,29,60,5
797,7270.679193548389,10080.504235606135,8371.701451612902,9208.877721123828,6434.422288806023,41366.18489069728,8,99,22,65,6
798,7224.0187096774225,9548.862102884805,8219.21516129032,9262.011129032258,6472.7117316193,40726.818834504105,9,95,23,68,5
799,7106.86048387097,9851.601860888291,8470.641612903226,9426.981352757548,6185.602532888256,41041.68784330829,4,89,26,71,10
800,7103.5398387096775,9951.909365788113,8390.743225806453,9139.806243496356,6433.8961441443325,41019.894817944936,9,109,25,51,6
801,7320.641290322581,9642.813759702929,8505.983225806456,9131.731092611863,6454.929645163294,41056.09901360712,8,82,32,67,11
802,7220.409193548386,9715.927269922697,8350.975000000004,9321.165535900107,6412.684964887349,41021.16196425854,4,91,24,72,9
803,7291.265,9556.677879616229,8378.945483870973,9453.292601456818,6263.0386490818755,40943.2196140259,4,84,20,82,10
804,7111.660161290323,9590.755256614728,8317.734677419356,9551.965411030176,6491.1088233743185,41063.224329728895,9,81,19,79,12
805,7272.335161290323,9470.818802607339,8497.456290322574,9332.853381893861,6147.94615329418,40721.40978940828,4,89,31,69,7
806,7228.3840322580645,9847.657942401825,8442.006774193547,9238.040889698235,6282.328406806402,41038.41804535808,12,86,28,67,7
807,7260.661612903229,9822.00069790067,8441.176612903226,8980.94457336108,6361.138528783983,40865.9220258522,8,103,23,58,8
808,7247.831129032254,9741.241220684555,8532.052096774194,9328.91572840791,6262.865578125085,41112.905753024,9,91,24,66,10
809,7329.283709677422,10166.911360550952,8430.637096774195,9098.226664932363,6451.334852583747,41476.393684518676,11,98,30,51,10
810,7345.728870967747,9802.144351043777,8717.379999999996,9073.013532778357,6214.912686672863,41153.17944146274,5,93,47,52,3
811,7258.705483870966,9690.991422118363,8615.198870967737,9276.520910509887,6298.000154591609,41139.416842058556,7,85,30,68,10
812,7406.436290322579,9622.685940524501,8583.038870967746,9163.608990634757,6414.035426579685,41189.80551902927,11,89,33,60,7
813,7297.712258064519,9993.889658367712,8630.385967741937,9240.432159209153,6455.064550200481,41617.4845935838,6,98,23,60,13
814,7399.778870967742,9801.768792360157,8533.120322580642,9224.133397502597,6434.323001174148,41393.12438458528,13,100,23,59,5
815,7521.11693548387,9716.851813445204,8530.550161290326,9306.11311654526,6629.194165940015,41703.82619270468,8,85,30,71,6
816,7373.231290322574,9840.46317182462,8723.299999999996,9156.914781477626,6489.310197250638,41583.21944087545,5,99,33,60,3
817,7457.969193548385,9888.133147460272,8442.527258064516,9173.562903225806,6446.321099354221,41408.5136016532,9,103,24,59,5
818,7210.0919354838725,10075.889092959475,8355.90435483871,9457.137278876176,6595.902800806362,41694.925462964595,6,98,24,64,8
819,7302.160322580648,9862.26591717309,8547.041290322579,9067.485171696148,6231.818410223522,41010.771111995986,6,103,33,52,6
820,7651.241290322584,9669.55754025715,8358.322258064516,9211.063699271595,6332.355184621806,41222.53997253765,10,90,23,73,4
821,7512.792419354844,9893.076202575028,8385.117903225806,9191.983048907387,6336.550557744498,41319.52013180756,8,96,23,69,4
822,7457.441935483869,9559.686129315596,8492.293548387102,9303.698938605616,6508.9755851463015,41322.09613693849,10,75,29,78,8
823,7509.832258064517,9580.427255081657,8488.379516129033,9247.179734651401,6686.570194483891,41512.3889584105,12,84,26,68,10
824,7464.1335483870935,9943.436630108808,8448.96322580645,9165.127112382941,6473.200827893348,41494.86134457865,8,92,34,58,8
825,7486.257419354835,9781.951265380989,8646.316612903223,9201.936935483867,6489.459119583855,41605.92135270678,11,89,37,57,6
826,7508.918870967739,9774.578062830777,8550.517903225807,9167.791670135279,6416.170194076134,41417.97670123573,9,93,33,54,11
827,7421.875645161283,9700.281992582213,8525.195645161293,9000.06596253902,6339.065182206983,40986.484427650794,14,91,25,62,8
828,7567.635000000004,9501.486384281043,8465.901935483871,9262.20697190427,6296.924718397082,41094.155010066264,13,84,29,70,4
829,7313.984193548393,9540.463653740262,8306.157741935482,9458.831264308017,6814.124571268213,41433.56142480037,10,79,27,69,15
830,7424.862741935483,9492.152499428397,8399.46516129033,9460.682981269514,6609.177228399657,41386.34061232339,8,81,22,81,8
831,7256.801612903226,9477.154748401572,8417.747903225805,9387.113907388131,6432.170946782958,40970.98911870169,2,83,33,79,3
832,7312.04225806452,9298.837558254801,8503.849838709677,9453.075697190425,6620.939438695046,41188.744790914476,11,71,30,75,13
833,7258.590161290322,10042.813794370642,8413.646774193543,9321.340150884498,6475.153819569535,41511.54470030854,6,88,22,76,8
834,7239.836451612899,9577.709126665362,8520.111612903229,9405.256061394373,6307.532758887713,41050.44601146357,6,89,33,68,4
835,7336.227258064513,9533.989011966065,8391.574999999993,9060.13329864724,6612.246201079957,40934.170769757766,4,97,26,66,7
836,7257.720483870968,9401.889365256811,8652.676612903226,9278.733184183142,6215.763592503327,40806.78323871747,8,72,41,74,5
837,7325.905322580645,9554.917005450896,8561.21193548387,9352.485712799167,6512.959262327026,41307.47923864161,2,69,44,76,9
838,7337.52629032258,9331.247136601554,8449.745967741934,9368.788319458896,6354.620368013276,40841.92808213824,8,66,35,80,11
839,7440.6496774193565,9784.397142769252,8528.38451612903,9164.605348595218,6168.622460753437,41086.65914566629,8,96,30,60,6
840,7351.20838709677,9849.330077525276,8514.179354838714,9238.456425598339,6396.920441676252,41350.09468673535,5,94,28,63,10
841,7351.893709677418,9960.113505617262,8478.727580645158,9181.211711758586,6494.813743589134,41466.76025128756,4,100,25,63,8
842,7300.899838709681,9849.404857855456,8430.69306451613,9310.514131113423,6372.345865467967,41263.857757662656,8,96,29,59,8
843,7662.025483870967,9649.68516537131,8614.733387096774,9086.12214360042,6062.442219524712,41075.00839946418,16,87,33,59,5
844,7768.969999999996,9809.349987624202,8468.10177419354,9088.389724245575,6393.5907417389935,41528.402227802304,11,96,25,59,9
845,7486.243709677418,9603.03465143412,8612.909193548385,9218.496800208117,6406.935830931125,41327.62018579916,12,84,35,59,10
846,7455.711612903225,10016.464829590132,8417.950483870973,9280.910379812696,6623.39443647617,41794.43174265319,12,104,22,55,7
847,7321.172419354841,9838.109131459272,8580.87241935484,8965.580379812696,6647.336632922102,41353.07098290375,6,99,28,56,11
848,7378.253225806453,9486.091876462533,8449.707419354849,9223.813610822066,6693.912981144936,41231.779113590834,11,85,27,62,15
849,7320.290967741938,9716.329524175806,8384.374677419348,9325.858407908432,6459.502288929878,41206.3558661754,4,97,21,69,9
850,7270.5641935483845,9503.85035838797,8473.714838709677,9278.195052029136,6483.131920454154,41009.45636312932,11,88,27,66,8
851,7142.612580645164,9657.03810965028,8432.288387096773,9102.62984391259,6689.70387384962,41024.27279515444,6,90,33,62,9
852,7256.677741935478,9653.57931617254,8520.517741935486,9451.267762747137,6519.796231740157,41401.8387945308,5,84,28,68,15
853,7422.6517741935495,9931.886647098925,8606.819032258069,9268.2395421436,6314.87627188455,41544.473267578695,11,91,31,59,8
854,7316.418064516134,10374.035032407031,8568.184677419351,9251.6248074922,6470.239331389199,41980.50191322392,5,112,23,50,10
855,7589.11887096774,10515.779546780253,8648.599838709675,8985.493459937568,6104.883848123782,41843.875564519025,6,110,29,51,4
856,7581.583064516124,10459.531909813708,8677.972419354837,9228.179105098856,6340.9415800639945,42288.20807884752,7,120,19,51,3
857,7485.714032258066,10424.006435961437,8672.249032258058,9392.724531737776,6294.792640116973,42269.486672332314,5,107,23,57,8
858,7543.381612903226,10600.024108116562,8614.340161290325,9189.631488033303,6147.802539209919,42095.179909553335,10,117,24,48,1
859,7312.041612903223,10283.652235642157,8778.527741935473,9139.631805411029,6447.983851205802,41961.83724709769,2,102,33,53,10
860,7493.570322580643,10288.17244294157,8654.431129032255,9204.643215400625,6006.148727051626,41646.96583700672,5,115,26,46,8
861,7551.309999999999,10296.222207841744,8596.624838709678,9199.704994797088,6291.072068086742,41934.93410943525,5,104,24,61,6
862,7323.056612903231,10212.93786610894,8697.9114516129,9229.360832466178,6426.603756422372,41889.87051951362,4,109,24,54,9
863,7415.646129032251,9991.624564781425,8573.561451612903,9330.312060353797,6299.706720113533,41610.850925893916,10,90,30,65,5
864,7468.034999999995,9737.145528718604,8590.577096774196,9444.299890738814,6369.576654567227,41609.63417079884,8,81,31,73,7
865,7221.78419354839,9987.27442084524,8593.218548387093,9349.951628511966,6358.388092954397,41510.61688424709,2,95,26,74,3
866,7475.947580645165,9722.844304115082,8570.795806451622,9065.17873048907,6356.644591914253,41191.411013615194,5,91,34,65,5
867,7428.911935483867,9739.313888974697,8589.156451612904,9249.839479708637,6406.918497713748,41414.14025349385,5,95,28,62,10
868,7564.497580645164,9770.150079003824,8345.79161290323,9423.908163371487,6355.7371689224665,41460.08460484617,4,89,27,73,7
869,7559.873548387097,9986.368204453483,8258.108387096774,9378.937669094683,6380.17179367293,41563.45960270496,7,97,18,70,8
870,7272.27645161291,10155.692950360022,8474.438387096774,9224.657944849116,6322.92820553562,41449.99393945444,6,99,29,62,4
871,7339.865806451616,9743.292932452485,8462.990645161293,9267.441077003117,6590.865000623587,41404.4554616921,4,96,28,62,10
872,7186.5730645161275,9993.620487949876,8393.572258064523,9499.60507804371,6439.16988930073,41512.54077787497,5,95,20,74,6
873,7393.950806451611,9983.25509595995,8450.38822580645,8989.722403746096,6405.37870331011,41222.69523527422,9,102,27,52,10
874,7484.5001612903225,10064.284731435439,8290.483548387096,9105.957367325698,6652.590187210217,41597.81599564877,7,95,24,58,16
875,7430.067096774191,10023.519451426739,8480.349999999995,8953.187440166488,6465.840848033962,41352.96483640138,7,102,34,47,10
876,7562.316290322582,9811.777411729727,8339.623548387095,9081.526602497397,6506.251298248694,41301.495151185496,9,98,22,67,4
877,7231.957419354839,9827.790637932452,8403.286935483875,9050.316893860558,6733.068103630578,41246.41999026231,4,93,28,63,12
878,7471.1180645161285,10147.567707240776,8324.74112903226,8980.98385015609,6535.080065292085,41459.49081623733,8,107,20,60,5
879,7451.115645161288,10349.547441720337,8446.159838709678,9003.390853277837,6364.529948658049,41614.74372752719,5,116,24,50,5
880,7458.6901612903275,10259.021937292197,8511.860645161294,9143.02181581686,6347.416595496002,41720.01115505668,7,107,23,54,9
881,7578.232903225805,10402.164661199038,8420.47629032258,8990.840796045788,6291.179747002171,41682.89439779538,5,111,30,47,7
882,7491.753870967743,10192.211449559212,8510.600645161287,9034.913126951089,6205.3174863372415,41434.79657897657,5,108,27,51,9
883,7534.532419354839,10221.517752171321,8552.047096774197,9080.32922996878,6171.4315899160065,41559.858088185145,9,111,29,44,7
884,7438.335161290322,10235.15961304073,8422.165161290328,8999.706155046832,5984.731734707343,41080.097825375546,7,112,24,54,3
885,7433.03,10171.183154342229,8417.88548387097,9195.346727367327,5981.323880110384,41198.769245690906,7,109,22,55,7
886,7320.052258064512,9861.913933239688,8549.633064516123,9191.71891779397,6175.047018490251,41098.36519210455,11,92,27,66,4
887,7294.521935483876,10021.747905917275,8557.855483870968,9116.620072840786,5852.5045510442615,40843.249949157165,3,105,29,59,4
888,7372.475806451609,9840.653753973975,8394.468709677421,9193.15815296566,6320.757138816756,41121.51356188542,13,93,22,62,10
889,7274.175806451614,10143.281671154231,8441.800645161291,9176.172122788768,6094.269347516334,41129.69959307224,7,109,22,54,8
890,7347.881774193554,10056.308949208196,8228.055806451612,9072.558376690948,6214.159724305229,40918.96463084954,2,102,22,65,9
891,7337.175161290321,9956.842355147824,8509.185161290321,9268.270691987513,6032.740886826965,41104.214256542946,5,92,25,71,7
892,7280.679677419353,9936.877896199627,8340.700161290326,9234.859927159207,6534.299048473349,41327.41671054186,8,103,21,56,12
893,7264.014838709676,10007.138220892837,8356.52854838709,9300.586087408943,6370.80007846074,41299.067773859286,5,101,31,54,9
894,7446.507096774194,10163.0062589524,8350.97451612903,8955.94504162331,6177.397164772189,41093.83007825113,8,113,21,53,5
895,7461.296451612902,10051.110032111696,8522.823870967743,8899.891649323617,5964.766108592935,40899.888112608896,11,108,27,50,4
896,7501.675645161287,10005.898595234386,8507.875161290322,9128.716623309054,6194.991808050084,41339.15783304514,5,105,28,56,6
897,7620.515967741937,10088.641706444872,8446.97387096774,9117.63517169615,6197.883500423025,41471.65021727373,8,100,19,62,11
898,7427.095161290324,10334.77468266251,8533.53387096774,8992.455208116548,6206.760025586518,41494.61894862363,2,112,24,53,9
899,7390.701774193549,10339.887552417662,8642.46096774194,9068.46121748179,5943.30702899153,41384.81854082647,11,108,28,50,3
900,7506.073387096774,10308.005251034989,8690.38838709677,8991.428990634755,6110.918054772649,41606.81407063593,7,109,30,46,8
901,7528.090967741936,10423.509181925612,8715.653870967748,8923.497003121747,6127.177901598641,41717.928925355685,8,115,26,47,4
902,7455.2199999999975,10740.960857200283,8572.350322580642,8751.108626430798,6081.572002575222,41601.21180878694,5,126,28,36,5
903,7330.654516129035,10625.31237691374,8656.060483870966,8717.247336108227,6110.190984943521,41439.46569796548,8,119,34,33,6
904,7334.445483870968,10685.092173109993,8593.255967741932,8913.537679500523,6151.510553438949,41677.841857662366,3,122,27,43,5
905,7427.685645161289,10840.02443247774,8677.918064516129,8752.764427679498,6041.960837820126,41740.35340765478,6,128,24,37,5
906,7450.308709677416,10591.34446308377,8578.098387096772,8968.00949011446,6170.082211392419,41757.84326136484,3,111,33,47,6
907,7615.9916129032235,10843.515316704421,8726.890806451616,8719.34325182102,5763.089239449262,41668.83022732954,8,131,20,38,3
908,7615.643870967737,11069.53117797432,8780.476935483875,8777.1037408949,5847.794681026521,42090.55040634735,10,126,33,28,3
909,7542.64467741936,10971.382491146123,8740.66758064516,8903.934448491153,5779.1123113519725,41937.74150905377,5,130,22,41,2
910,7602.992096774194,11273.788663136409,8940.019354838714,8574.22225806452,5642.312635057127,42033.33500787096,8,140,26,22,4
911,7849.366774193546,11495.503173118599,8609.379354838715,8812.123527575448,5429.650100250586,42196.02292997689,6,149,17,27,1
912,7680.828870967736,11229.90875034057,8754.318387096775,8894.681867845991,5444.7095780532945,42004.44745430436,9,134,20,32,5
913,7625.077580645161,11068.373613099153,8783.572258064516,8777.272382934447,5460.733757750309,41715.029592493585,3,130,31,31,5
